Date,MaxTemp,MinTemp,AvgTemp,DepartureTemp,HDD,CDD,Precip,NewSnow,SnowDepth
2015-05-15,71,35,53,-2.9,12,0,0,0,0
2015-05-16,67,43,55,-1.2,10,0,T,0,0
2015-05-17,79,49,64,7.5,1,0,0.02,0,0
2015-05-18,70,48,59,2.3,6,0,0,0,0
2015-05-19,64,48,56,-1,9,0,0.13,0,0
2015-05-20,71,54,62.5,5.2,2,0,0,0,0
2015-05-21,71,35,53,-4.6,12,0,0,0,0
2015-05-22,75,58,66.5,8.7,0,2,0,0,0
2015-05-23,63,38,50.5,-7.6,14,0,0,0,0
2015-05-24,84,39,61.5,3.1,3,0,0,0,0
2015-05-25,85,51,68,9.3,0,3,T,0,0
2015-05-26,88,65,76.5,17.5,0,12,0,0,0
2015-05-27,92,66,79,19.7,0,14,0,0,0
2015-05-28,90,66,78,18.4,0,13,0.01,0,0
2015-05-29,77,54,65.5,5.6,0,1,0,0,0
2015-05-30,90,56,73,12.8,0,8,T,0,0
2015-05-31,87,51,69,8.5,0,4,0.41,0,0
2015-06-01,51,46,48.5,-12.3,16,0,0.92,0,0
2015-06-02,50,45,47.5,-13.6,17,0,1.51,0,0
2015-06-03,62,47,54.5,-6.9,10,0,T,0,0
2015-06-04,63,44,53.5,-8.2,11,0,0,0,0
2015-06-05,68,44,56,-6,9,0,0,0,0
2015-06-06,74,49,61.5,-0.8,3,0,0.02,0,0
2015-06-07,74,38,56,-6.6,9,0,0,0,0
2015-06-08,74,45,59.5,-3.5,5,0,0,0,0
2015-06-09,79,62,70.5,7.2,0,6,0.02,0,0
2015-06-10,82,57,69.5,5.9,0,5,0.33,0,0
2015-06-11,88,60,74,10.1,0,9,0,0,0
2015-06-12,87,59,73,8.7,0,8,0,0,0
2015-06-13,84,61,72.5,7.9,0,8,0,0,0
2015-06-14,82,53,67.5,2.6,0,3,0,0,0
2015-06-15,67,54,60.5,-4.7,4,0,0.37,0,0
2015-06-16,68,54,61,-4.5,4,0,0.1,0,0
2015-06-17,72,55,63.5,-2.3,1,0,0.04,0,0
2015-06-18,78,50,64,-2.1,1,0,0,0,0
2015-06-19,81,60,70.5,4.1,0,6,0.06,0,0
2015-06-20,75,45,60,-6.7,5,0,0,0,0
2015-06-21,71,59,65,-2,0,0,1.11,0,0
2015-06-22,83,61,72,4.7,0,7,0.93,0,0
2015-06-23,85,57,71,3.4,0,6,0.11,0,0
2015-06-24,85,63,74,6.1,0,9,0,0,0
2015-06-25,80,52,66,-2.1,0,1,0,0,0
2015-06-26,80,56,68,-0.4,0,3,0,0,0
2015-06-27,73,46,59.5,-9.1,5,0,0,0,0
2015-06-28,68,54,61,-7.9,4,0,1.53,0,0
2015-06-29,70,48,59,-10.1,6,0,0.02,0,0
2015-06-30,79,52,65.5,-3.8,0,1,0,0,0
2015-07-01,73,59,66,-3.5,0,1,0.11,0,0
2015-07-02,79,57,68,-1.7,0,3,0.55,0,0
2015-07-03,80,52,66,-3.9,0,1,0,0,0
2015-07-04,79,51,65,-5,0,0,0.04,0,0
2015-07-05,85,51,68,-2.2,0,3,0,0,0
2015-07-06,83,58,70.5,0.1,0,6,0,0,0
2015-07-07,84,57,70.5,0,0,6,0.05,0,0
2015-07-08,84,64,74,3.4,0,9,0.32,0,0
2015-07-09,81,57,69,-1.7,0,4,0,0,0
2015-07-10,82,59,70.5,-0.3,0,6,0.12,0,0
2015-07-11,86,56,71,0.1,0,6,0,0,0
2015-07-12,90,61,75.5,4.5,0,11,0,0,0
2015-07-13,89,63,76,4.9,0,11,0,0,0
2015-07-14,80,60,70,-1.1,0,5,0,0,0
2015-07-15,83,68,75.5,4.3,0,11,0.31,0,0
2015-07-16,75,52,63.5,-7.7,1,0,T,0,0
2015-07-17,77,51,64,-7.2,1,0,0,0,0
2015-07-18,78,63,70.5,-0.8,0,6,0.2,0,0
2015-07-19,90,66,78,6.7,0,13,0,0,0
2015-07-20,91,66,78.5,7.2,0,14,0.01,0,0
2015-07-21,90,61,75.5,4.2,0,11,0,0,0
2015-07-22,81,60,70.5,-0.8,0,6,0.05,0,0
2015-07-23,80,53,66.5,-4.7,0,2,0,0,0
2015-07-24,M,M,M,M,M,M,0.01,0,0
2015-07-25,80,54,67,-4.2,0,2,0,0,0
2015-07-26,74,60,67,-4.2,0,2,0.03,0,0
2015-07-27,82,64,73,1.9,0,8,T,0,0
2015-07-28,86,63,74.5,3.4,0,10,0,0,0
2015-07-29,95,61,78,7,0,13,0,0,0
2015-07-30,95,64,79.5,8.5,0,15,0,0,0
2015-07-31,87,61,74,3.1,0,9,0.2,0,0
2015-08-01,88,57,72.5,1.7,0,8,0,0,0
2015-08-02,88,55,71.5,0.7,0,7,0,0,0
2015-08-03,91,58,74.5,3.8,0,10,0,0,0
2015-08-04,89,62,75.5,4.9,0,11,0.81,0,0
2015-08-05,89,55,72,1.5,0,7,0,0,0
2015-08-06,83,51,67,-3.5,0,2,0,0,0
2015-08-07,78,50,64,-6.4,1,0,0,0,0
2015-08-08,79,54,66.5,-3.8,0,2,0,0,0
2015-08-09,77,56,66.5,-3.7,0,2,0,0,0
2015-08-10,85,54,69.5,-0.6,0,5,0,0,0
2015-08-11,85,64,74.5,4.5,0,10,0.7,0,0
2015-08-12,85,63,74,4.1,0,9,0.03,0,0
2015-08-13,82,55,68.5,-1.3,0,4,0,0,0
2015-08-14,87,52,69.5,-0.2,0,5,0,0,0
2015-08-15,89,60,74.5,4.9,0,10,0,0,0
2015-08-16,89,64,76.5,7,0,12,0.04,0,0
2015-08-17,94,61,77.5,8.2,0,13,0,0,0
2015-08-18,91,62,76.5,7.3,0,12,0,0,0
2015-08-19,90,65,77.5,8.4,0,13,0.64,0,0
2015-08-20,86,63,74.5,5.6,0,10,T,0,0
2015-08-21,79,69,74,5.2,0,9,0.34,0,0
2015-08-22,80,67,73.5,4.9,0,9,1,0,0
2015-08-23,77,62,69.5,1,0,5,0.42,0,0
2015-08-24,80,67,73.5,5.2,0,9,0.02,0,0
2015-08-25,78,67,72.5,4.4,0,8,0.01,0,0
2015-08-26,83,67,75,7.1,0,10,0.02,0,0
2015-08-27,80,57,68.5,0.8,0,4,0,0,0
2015-08-28,80,50,65,-2.5,0,0,0,0,0
2015-08-29,80,50,65,-2.3,0,0,0,0,0
2015-08-30,84,57,70.5,3.4,0,6,0,0,0
2015-08-31,87,59,73,6.1,0,8,0,0,0
2015-09-01,86,56,71,4.4,0,6,0,0,0
2015-09-02,89,53,71,4.6,0,6,0,0,0
2015-09-03,89,61,75,8.9,0,10,0.01,0,0
2015-09-04,81,63,72,6.1,0,7,0,0,0
2015-09-05,82,45,63.5,-2.1,1,0,0,0,0
2015-09-06,88,49,68.5,3.2,0,4,0,0,0
2015-09-07,92,55,73.5,8.5,0,9,0,0,0
2015-09-08,92,64,78,13.3,0,13,0,0,0
2015-09-09,94,63,78.5,14.1,0,14,0,0,0
2015-09-10,94,69,81.5,17.4,0,17,T,0,0
2015-09-11,73,60,66.5,2.8,0,2,0.43,0,0
2015-09-12,78,51,64.5,1.1,0,0,0,0,0
2015-09-13,74,60,67,4,0,2,0.11,0,0
2015-09-14,73,54,63.5,0.8,1,0,0.12,0,0
2015-09-15,82,55,68.5,6.2,0,4,0,0,0
2015-09-16,85,52,68.5,6.6,0,4,0,0,0
2015-09-17,89,53,71,9.5,0,6,0,0,0
2015-09-18,89,56,72.5,11.4,0,8,0,0,0
2015-09-19,83,53,68,7.3,0,3,0,0,0
2015-09-20,82,61,71.5,11.2,0,7,0,0,0
2015-09-21,82,42,62,2.1,3,0,0,0,0
2015-09-22,67,47,57,-2.5,8,0,0,0,0
2015-09-23,77,41,59,-0.1,6,0,0,0,0
2015-09-24,76,46,61,2.3,4,0,0,0,0
2015-09-25,72,47,59.5,1.2,5,0,0,0,0
2015-09-26,64,41,52.5,-5.4,12,0,0,0,0
2015-09-27,73,30,51.5,-5.9,13,0,0,0,0
2015-09-28,80,40,60,3,5,0,0,0,0
2015-09-29,83,57,70,13.4,0,5,T,0,0
2015-09-30,75,59,67,10.8,0,2,3.22,0,0
2015-10-01,63,49,56,0.2,9,0,0.01,0,0
2015-10-02,60,47,53.5,-1.8,11,0,0.01,0,0
2015-10-03,56,47,51.5,-3.4,13,0,0,0,0
2015-10-04,56,40,48,-6.5,17,0,0,0,0
2015-10-05,59,39,49,-5.1,16,0,0,0,0
2015-10-06,69,36,52.5,-1.2,12,0,0,0,0
2015-10-07,71,37,54,0.8,11,0,0,0,0
2015-10-08,69,41,55,2.2,10,0,0,0,0
2015-10-09,59,38,48.5,-3.9,16,0,0.67,0,0
2015-10-10,61,42,51.5,-0.5,13,0,0.15,0,0
2015-10-11,69,36,52.5,0.9,12,0,0,0,0
2015-10-12,77,39,58,6.8,7,0,0,0,0
2015-10-13,76,42,59,8.1,6,0,0.02,0,0
2015-10-14,68,49,58.5,8,6,0,0,0,0
2015-10-15,62,32,47,-3.1,18,0,0,0,0
2015-10-16,59,38,48.5,-1.2,16,0,0.02,0,0
2015-10-17,55,32,43.5,-5.8,21,0,0,0,0
2015-10-18,50,24,37,-12,28,0,0,0,0
2015-10-19,47,25,36,-12.6,29,0,0,0,0
2015-10-20,63,25,44,-4.2,21,0,0.12,0,0
2015-10-21,63,25,44,-3.9,21,0,0,0,0
2015-10-22,72,53,62.5,15,2,0,0.13,0,0
2015-10-23,60,35,47.5,0.3,17,0,0,0,0
2015-10-24,46,30,38,-8.8,27,0,0,0,0
2015-10-25,63,41,52,5.5,13,0,0.09,0,0
2015-10-26,56,32,44,-2.1,21,0,0,0,0
2015-10-27,54,27,40.5,-5.3,24,0,0,0,0
2015-10-28,52,28,40,-5.4,25,0,0,0,0
2015-10-29,75,48,61.5,16.4,3,0,1.84,0,0
2015-10-30,67,38,52.5,7.7,12,0,0.02,0,0
2015-10-31,55,25,40,-4.4,25,0,T,0,0
2016-03-01,53,25,39,9.4,26,0,0,0,0
2016-03-02,49,30,39.5,9.6,25,0,0.72,0,0
2016-03-03,M,14,M,M,M,M,0,0,0
2016-03-04,29,13,21,-9.4,44,0,0.01,T,0
2016-03-05,37,16,26.5,-4.2,38,0,0,0,0
2016-03-06,42,22,32,1,33,0,0,0,0
2016-03-07,41,18,29.5,-1.8,35,0,T,0,0
2016-03-08,50,23,36.5,4.9,28,0,T,0,0
2016-03-09,77,30,53.5,21.6,11,0,0,0,0
2016-03-10,76,50,63,30.8,2,0,0.06,0,0
2016-03-11,58,43,50.5,18,14,0,0.63,0,0
2016-03-12,60,24,42,9.2,23,0,0,0,0
2016-03-13,62,34,48,14.8,17,0,0,0,0
2016-03-14,53,39,46,12.5,19,0,0,0,0
2016-03-15,44,35,39.5,5.7,25,0,0.84,0,0
2016-03-16,58,40,49,14.9,16,0,T,0,0
2016-03-17,63,42,52.5,18,12,0,0.21,0,0
2016-03-18,53,37,45,10.2,20,0,0.03,0,0
2016-03-19,43,24,33.5,-1.6,31,0,0,0,0
2016-03-20,36,15,25.5,-10,39,0,0,0,0
2016-03-21,45,26,35.5,-0.3,29,0,0.3,1,1
2016-03-22,48,26,37,0.8,28,0,0,0,0
2016-03-23,61,29,45,8.4,20,0,0,0,0
2016-03-24,42,33,37.5,0.6,27,0,0,0,0
2016-03-25,39,28,33.5,-3.8,31,0,0.14,0,0
2016-03-26,47,30,38.5,0.8,26,0,0,0,0
2016-03-27,47,30,38.5,0.5,26,0,0,0,0
2016-03-28,41,27,34,-4.4,31,0,0.41,0,0
2016-03-29,46,38,42,3.2,23,0,0.37,0,0
2016-03-30,57,23,40,0.8,25,0,0,0,0
2016-03-31,69,39,54,14.4,11,0,0,0,0
2016-04-01,74,55,64.5,24.5,0,0,T,0,0
2016-04-02,74,36,55,14.6,10,0,0.64,0,0
2016-04-03,37,26,31.5,-9.3,33,0,0.06,T,0
2016-04-04,M,M,M,M,M,M,0.19,1.9,2
2016-04-05,37,10,23.5,-18.1,41,0,0,0,0
2016-04-06,43,17,30,-12,35,0,0,0,0
2016-04-07,52,36,44,1.6,21,0,0.69,0,0
2016-04-08,53,40,46.5,3.6,18,0,0.37,0,0
2016-04-09,48,26,37,-6.3,28,0,0,0,0
2016-04-10,41,28,34.5,-9.2,30,0,0,0,0
2016-04-11,57,29,43,-1.1,22,0,0.02,0,0
2016-04-12,M,M,M,M,M,M,0.22,0,0
2016-04-13,58,27,42.5,-2.4,22,0,0,0,0
2016-04-14,56,30,43,-2.3,22,0,0,0,0
2016-04-15,59,27,43,-2.7,22,0,0,0,0
2016-04-16,60,31,45.5,-0.6,19,0,0,0,0
2016-04-17,67,29,48,1.5,17,0,0,0,0
2016-04-18,67,32,49.5,2.6,15,0,0,0,0
2016-04-19,61,42,51.5,4.2,13,0,T,0,0
2016-04-20,60,34,47,-0.7,18,0,0,0,0
2016-04-21,78,28,53,4.9,12,0,0,0,0
2016-04-22,75,45,60,11.5,5,0,T,0,0
2016-04-23,75,54,64.5,15.6,0,0,0.03,0,0
2016-04-24,60,28,44,-5.3,21,0,0,0,0
2016-04-25,63,26,44.5,-5.1,20,0,0,0,0
2016-04-26,62,32,47,-3,18,0,0.35,T,0
2016-04-27,61,25,43,-7.4,22,0,T,0,0
2016-04-28,M,M,M,M,M,M,0,0,0
2016-04-29,60,26,43,-8,22,0,T,0,0
2016-04-30,61,30,45.5,-5.9,19,0,0,0,0
2016-05-01,56,36,46,-5.7,19,0,0.08,0,0
2016-05-02,47,42,44.5,-7.5,20,0,0.29,0,0
2016-05-03,52,40,46,-6.4,19,0,0.15,0,0
2016-05-04,51,37,44,-8.7,21,0,T,0,0
2016-05-05,M,M,M,M,M,M,S,M,M
2016-05-06,62,41,51.5,-1.8,13,0,0.38A,0,0
2016-05-07,58,46,52,-1.6,13,0,0.03,0,0
2016-05-08,59,45,52,-1.9,13,0,0.03,0,0
2016-05-09,60,37,48.5,-5.7,16,0,T,0,0
2016-05-10,73,36,54.5,0,10,0,0,0,0
2016-05-11,75,37,56,1.2,9,0,0,0,0
2016-05-12,75,40,57.5,2.4,7,0,0,0,0
2016-05-13,74,40,57,1.7,8,0,0,0,0
2016-05-14,78,53,65.5,9.9,0,1,0.24,0,0
2016-05-15,68,47,57.5,1.6,7,0,0,0,0
2016-05-16,56,39,47.5,-8.7,17,0,0,0,0
2016-05-17,71,32,51.5,-5,13,0,0,0,0
2016-05-18,71,42,56.5,-0.2,8,0,0,0,0
2016-05-19,69,41,55,-2,10,0,0,0,0
2016-05-20,74,41,57.5,0.2,7,0,T,0,0
2016-05-21,78,44,61,3.4,4,0,0,0,0
2016-05-22,73,50,61.5,3.7,3,0,0,0,0
2016-05-23,78,42,60,1.9,5,0,0,0,0
2016-05-24,75,53,64,5.6,1,0,0.2,0,0
2016-05-25,85,53,69,10.3,0,4,0.01,0,0
2016-05-26,88,54,71,12,0,6,0,0,0
2016-05-27,76,55,65.5,6.2,0,1,0,0,0
2016-05-28,93,53,73,13.4,0,8,0,0,0
2016-05-29,84,53,68.5,8.6,0,4,0,0,0
2016-05-30,77,51,64,3.8,1,0,0.23,0,0
2016-05-31,86,64,75,14.5,0,10,0,0,0
2016-06-01,87,54,70.5,9.7,0,6,0,0,0
2016-06-02,69,48,58.5,-2.6,6,0,0,0,0
2016-06-03,68,54,61,-0.4,4,0,0.03,0,0
2016-06-04,82,55,68.5,6.8,0,4,0,0,0
2016-06-05,68,53,60.5,-1.5,4,0,0.87,0,0
2016-06-06,83,56,69.5,7.2,0,5,0.58,0,0
2016-06-07,83,51,67,4.4,0,2,0.1,0,0
2016-06-08,75,57,66,3,0,1,T,0,0
2016-06-09,71,51,61,-2.3,4,0,0.02,0,0
2016-06-10,70,50,60,-3.6,5,0,T,0,0
2016-06-11,68,44,56,-7.9,9,0,0.1,0,0
2016-06-12,75,52,63.5,-0.8,1,0,0,0,0
2016-06-13,72,51,61.5,-3.1,3,0,0,0,0
2016-06-14,75,52,63.5,-1.4,1,0,0,0,0
2016-06-15,M,M,M,M,M,M,0,0,0
2016-06-16,83,48,65.5,0,0,1,0,0,0
2016-06-17,80,49,64.5,-1.3,0,0,0,0,0
2016-06-18,78,48,63,-3.1,2,0,0,0,0
2016-06-19,88,47,67.5,1.1,0,3,0,0,0
2016-06-20,88,54,71,4.3,0,6,0,0,0
2016-06-21,90,64,77,10,0,12,0.03,0,0
2016-06-22,85,51,68,0.7,0,3,0.12,0,0
2016-06-23,81,47,64,-3.6,1,0,0,0,0
2016-06-24,78,49,63.5,-4.4,1,0,0,0,0
2016-06-25,81,47,64,-4.1,1,0,0,0,0
2016-06-26,86,49,67.5,-0.9,0,3,0,0,0
2016-06-27,89,55,72,3.4,0,7,0,0,0
2016-06-28,90,67,78.5,9.6,0,14,0.05,0,0
2016-06-29,80,66,73,3.9,0,8,0.25,0,0
2016-06-30,87,55,71,1.7,0,6,0,0,0
2016-07-01,87,55,71,1.5,0,6,0,0,0
2016-07-02,79,59,69,-0.7,0,4,0.02,0,0
2016-07-03,84,46,65,-4.9,0,0,0,0,0
2016-07-04,M,M,M,M,M,M,0,0,0
2016-07-05,89,50,69.5,-0.7,0,5,0,0,0
2016-07-06,94,59,76.5,6.1,0,12,0,0,0
2016-07-07,95,63,79,8.5,0,14,0,0,0
2016-07-08,71,61,66,-4.6,0,1,0,0,0
2016-07-09,63,58,60.5,-10.2,4,0,0.05,0,0
2016-07-10,64,57,60.5,-10.3,4,0,1.78,0,0
2016-07-11,79,59,69,-1.9,0,4,0.03,0,0
2016-07-12,M,M,M,M,M,M,0,0,0
2016-07-13,90,52,71,-0.1,0,6,0,0,0
2016-07-14,90,68,79,7.9,0,14,0,0,0
2016-07-15,94,68,81,9.8,0,16,0,0,0
2016-07-16,90,65,77.5,6.3,0,13,0,0,0
2016-07-17,81,68,74.5,3.3,0,10,0,0,0
2016-07-18,92,60,76,4.7,0,11,0,0,0
2016-07-19,90,63,76.5,5.2,0,12,0.37,0,0
2016-07-20,82,53,67.5,-3.8,0,3,0,0,0
2016-07-21,88,53,70.5,-0.8,0,6,0,0,0
2016-07-22,96,61,78.5,7.2,0,14,0,0,0
2016-07-23,93,66,79.5,8.3,0,15,0,0,0
2016-07-24,88,59,73.5,2.3,0,9,0.62,0,0
2016-07-25,88,55,71.5,0.3,0,7,0,0,0
2016-07-26,90,68,79,7.8,0,14,1.46,0,0
2016-07-27,89,60,74.5,3.4,0,10,0,0,0
2016-07-28,92,60,76,4.9,0,11,0,0,0
2016-07-29,81,69,75,4,0,10,0.05,0,0
2016-07-30,84,61,72.5,1.5,0,8,0,0,0
2016-07-31,79,63,71,0.1,0,6,0.23,0,0
2016-08-01,71,64,67.5,-3.3,0,3,0.04,0,0
2016-08-02,77,62,69.5,-1.3,0,5,0.04,0,0
2016-08-03,83,52,67.5,-3.2,0,3,0,0,0
2016-08-04,86,52,69,-1.6,0,4,0,0,0
2016-08-05,88,54,71,0.5,0,6,0,0,0
2016-08-06,88,67,77.5,7,0,13,0.05,0,0
2016-08-07,86,57,71.5,1.1,0,7,0,0,0
2016-08-08,86,54,70,-0.3,0,5,0,0,0
2016-08-09,85,54,69.5,-0.7,0,5,0,0,0
2016-08-10,78,54,66,-4.1,0,1,0.06,0,0
2016-08-11,95,54,74.5,4.5,0,10,0,0,0
2016-08-12,97,70,83.5,13.6,0,19,0,0,0
2016-08-13,M,M,M,M,M,M,0,0,0
2016-08-14,96,64,80,10.3,0,15,0.35,0,0
2016-08-15,92,71,81.5,11.9,0,17,0,0,0
2016-08-16,82,58,70,0.5,0,5,0,0,0
2016-08-17,80,69,74.5,5.2,0,10,0.06,0,0
2016-08-18,90,55,72.5,3.3,0,8,0,0,0
2016-08-19,89,61,75,5.9,0,10,0,0,0
2016-08-20,83,57,70,1.1,0,5,0,0,0
2016-08-21,79,56,67.5,-1.3,0,3,0,0,0
2016-08-22,76,63,69.5,0.9,0,5,0.74,0,0
2016-08-23,81,50,65.5,-3,0,1,0,0,0
2016-08-24,89,52,70.5,2.2,0,6,0,0,0
2016-08-25,89,57,73,4.9,0,8,0,0,0
2016-08-26,88,66,77,9.1,0,12,0,0,0
2016-08-27,86,58,72,4.3,0,7,0,0,0
2016-08-28,84,58,71,3.5,0,6,0,0,0
2016-08-29,85,64,74.5,7.2,0,10,0,0,0
2016-08-30,83,49,66,-1.1,0,1,0,0,0
2016-08-31,86,49,67.5,0.6,0,3,0,0,0
2016-09-01,84,64,74,7.4,0,9,0,0,0
2016-09-02,80,58,69,2.6,0,4,0,0,0
2016-09-03,78,49,63.5,-2.6,1,0,0,0,0
2016-09-04,77,M,M,M,M,M,0,0,0
2016-09-05,75,49,62,-3.6,3,0,0,0,0
2016-09-06,72,60,66,0.7,0,1,0.03,0,0
2016-09-07,71,65,68,3,0,3,0.05,0,0
2016-09-08,81,66,73.5,8.8,0,9,0.01,0,0
2016-09-09,93,65,79,14.6,0,14,T,0,0
2016-09-10,82,59,70.5,6.4,0,6,0.02,0,0
2016-09-11,81,65,73,9.3,0,8,0.19,0,0
2016-09-12,79,43,61,-2.4,4,0,0,0,0
2016-09-13,M,M,M,M,M,M,0,0,0
2016-09-14,87,44,65.5,2.8,0,1,0.18,0,0
2016-09-15,71,44,57.5,-4.8,7,0,T,0,0
2016-09-16,75,39,57,-4.9,8,0,T,0,0
2016-09-17,78,43,60.5,-1,4,0,0,0,0
2016-09-18,77,64,70.5,9.4,0,6,0.05,0,0
2016-09-19,75,65,70,9.3,0,5,0.41,0,0
2016-09-20,83,65,74,13.7,0,9,0,0,0
2016-09-21,81,58,69.5,9.6,0,5,0,0,0
2016-09-22,82,50,66,6.5,0,1,0,0,0
2016-09-23,82,50,66,6.9,0,1,0.01,0,0
2016-09-24,68,44,56,-2.7,9,0,0,0,0
2016-09-25,63,36,49.5,-8.8,15,0,0,0,0
2016-09-26,65,33,49,-8.9,16,0,0,0,0
2016-09-27,70,47,58.5,1.1,6,0,0.22,0,0
2016-09-28,M,M,M,M,M,M,0,0,0
2016-09-29,72,44,58,1.4,7,0,0,0,0
2016-09-30,63,43,53,-3.2,12,0,0,0,0
2016-10-01,56,48,52,-3.8,13,0,0.27,0,0
2016-10-02,55,49,52,-3.3,13,0,0.13,0,0
2016-10-03,69,46,57.5,2.6,7,0,T,0,0
2016-10-04,62,53,57.5,3,7,0,0,0,0
2016-10-05,65,37,51,-3.1,14,0,0,0,0
2016-10-06,74,32,53,-0.7,12,0,0,0,0
2016-10-07,75,39,57,3.8,8,0,0,0,0
2016-10-08,69,39,54,1.2,11,0,0,0,0
2016-10-09,63,49,56,3.6,9,0,0.88,0,0
2016-10-10,57,38,47.5,-4.5,17,0,T,0,0
2016-10-11,65,30,47.5,-4.1,17,0,0,0,0
2016-10-12,67,35,51,-0.2,14,0,0,0,0
2016-10-13,68,39,53.5,2.6,11,0,0,0,0
2016-10-14,67,37,52,1.5,13,0,0.02,0,0
2016-10-15,60,29,44.5,-5.6,20,0,0,0,0
2016-10-16,64,28,46,-3.7,19,0,T,0,0
2016-10-17,76,50,63,13.7,2,0,0,0,0
2016-10-18,71,51,61,12,4,0,0.01,0,0
2016-10-19,77,51,64,15.4,1,0,T,0,0
2016-10-20,74,38,56,7.8,9,0,T,0,0
2016-10-21,65,54,59.5,11.6,5,0,0.11,0,0
2016-10-22,65,46,55.5,8,9,0,3.83,0,0
2016-10-23,55,39,47,-0.2,18,0,0.05,0,0
2016-10-24,57,35,46,-0.8,19,0,0,0,0
2016-10-25,52,37,44.5,-2,20,0,0,0,0
2016-10-26,49,33,41,-5.1,24,0,T,0,0
2016-10-27,49,27,38,-7.8,27,0,T,0,0
2016-10-28,50,41,45.5,0.1,19,0,1.9,0,0
2016-10-29,47,37,42,-3.1,23,0,0.03,0,0
2016-10-30,56,37,46.5,1.7,18,0,T,0,0
2016-10-31,53,33,43,-1.4,22,0,0.05,0,0
2017-03-01,60,38,49,19.4,16,0,0.07,0,T
2017-03-02,63,36,49.5,19.6,15,0,T,0,0
2017-03-03,38,19,28.5,-1.7,36,0,0,0,0
2017-03-04,M,M,M,M,M,M,0,0,0
2017-03-05,32,6,19,-11.7,46,0,0,0,0
2017-03-06,41,3,22,-9,43,0,0,0,0
2017-03-07,41,24,32.5,1.2,32,0,0.05,0,0
2017-03-08,56,35,45.5,13.9,19,0,0.16,0,0
2017-03-09,55,36,45.5,13.6,19,0,0,0,0
2017-03-10,45,27,36,3.8,29,0,0.01,0.1,T
2017-03-11,29,5,17,-15.5,48,0,0.06,0.5,T
2017-03-12,24,4,14,-18.8,51,0,0,0,T
2017-03-13,33,9,21,-12.2,44,0,0,0,T
2017-03-14,M,M,M,M,M,M,S,M,M
2017-03-15,33,3,18,-15.8,47,0,0.85A,11.3,12
2017-03-16,31,6,18.5,-15.6,46,0,0,0,12
2017-03-17,40,10,25,-9.5,40,0,0,0,11
2017-03-18,39,8,23.5,-11.3,41,0,0,0,11
2017-03-19,40,25,32.5,-2.6,32,0,0,0,10
2017-03-20,51,28,39.5,4,25,0,0,0,9
2017-03-21,51,M,M,M,M,M,0,0,7
2017-03-22,51,24,37.5,1.3,27,0,0,0,7
2017-03-23,M,M,M,M,M,M,0,0,7
2017-03-24,37,14,25.5,-11.4,39,0,0.03,T,7
2017-03-25,37,32,34.5,-2.8,30,0,0.28,T,7
2017-03-26,38,19,28.5,-9.2,36,0,T,0,6
2017-03-27,39,32,35.5,-2.5,29,0,0.77,0,5
2017-03-28,M,M,M,M,M,M,0.48,T,4
2017-03-29,46,32,39,0.2,26,0,0,0,2
2017-03-30,50,25,37.5,-1.7,27,0,0,0,T
2017-03-31,47,31,39,-0.6,26,0,T,0,0
2017-04-01,33,M,M,M,M,M,1.07,7.3,7
2017-04-02,45,M,M,M,M,M,0,0,3
2017-04-03,55,M,M,M,M,M,0,0,T
2017-04-04,58,35,46.5,5.3,18,0,0.5,0,T
2017-04-05,44,34,39,-2.6,26,0,0.31,0,0
2017-04-06,46,36,41,-1,24,0,0.48,0,0
2017-04-07,55,38,46.5,4.1,18,0,0.56,0,0
2017-04-08,52,35,43.5,0.6,21,0,0.01,T,0
2017-04-09,65,29,47,3.7,18,0,0,0,0
2017-04-10,80,35,57.5,13.8,7,0,0,0,0
2017-04-11,87,46,66.5,22.4,0,2,0,0,0
2017-04-12,86,49,67.5,23,0,3,0.03,0,0
2017-04-13,57,33,45,0.1,20,0,0.15,0,0
2017-04-14,61,28,44.5,-0.8,20,0,0,0,0
2017-04-15,71,26,48.5,2.8,16,0,0.04,0,0
2017-04-16,86,27,56.5,10.4,8,0,0,0,0
2017-04-17,82,58,70,23.5,0,5,0,0,0
2017-04-18,70,33,51.5,4.6,13,0,0,0,0
2017-04-19,50,28,39,-8.3,26,0,0,0,0
2017-04-20,58,40,49,1.3,16,0,0.11,0,0
2017-04-21,50,39,44.5,-3.6,20,0,0.36,0,0
2017-04-22,41,37,39,-9.5,26,0,0.26,0,0
2017-04-23,64,30,47,-1.9,18,0,0,0,0
2017-04-24,68,32,50,0.7,15,0,0,0,0
2017-04-25,67,40,53.5,3.9,11,0,0.07,0,0
2017-04-26,54,40,47,-3,18,0,1.05,0,0
2017-04-27,62,50,56,5.6,9,0,0.03,0,0
2017-04-28,80,48,64,13.3,1,0,0,0,0
2017-04-29,80,49,64.5,13.5,0,0,0,0,0
2017-04-30,76,41,58.5,7.1,6,0,0.02,0,0
2017-05-01,45,41,43,-8.7,22,0,0.01,0,0
2017-05-02,63,40,51.5,-0.5,13,0,0.79,0,0
2017-05-03,62,39,50.5,-1.9,14,0,0.02,0,0
2017-05-04,61,32,46.5,-6.2,18,0,0,0,0
2017-05-05,50,44,47,-6,18,0,0.15,0,0
2017-05-06,58,43,50.5,-2.8,14,0,0.71,0,0
2017-05-07,66,46,56,2.4,9,0,0.04,0,0
2017-05-08,62,41,51.5,-2.4,13,0,0,0,0
