Date,MaxTemp,MinTemp,AvgTemp,DepartureTemp,HDD,CDD,Precip,NewSnow,SnowDepth
2017-05-09,50,28,39,-15.2,26,0,0,0,0
2017-05-10,56,35,45.5,-9,19,0,0,0,0
2017-05-11,56,41,48.5,-6.3,16,0,0.01,0,0
2017-05-12,59,40,49.5,-5.6,15,0,0.06,0,0
2017-05-13,58,35,46.5,-8.8,18,0,T,0,0
2017-05-14,52,39,45.5,-10.1,19,0,1.59,0,0
2017-05-15,56,43,49.5,-6.4,15,0,0.19,0,0
2017-05-16,75,38,56.5,0.3,8,0,T,0,0
2017-05-17,91,51,71,14.5,0,6,0,0,0
2017-05-18,92,60,76,19.3,0,11,0,0,0
2017-05-19,91,63,77,20,0,12,0.02,0,0
2017-05-20,67,44,55.5,-1.8,9,0,0,0,0
2017-05-21,66,37,51.5,-6.1,13,0,0,0,0
2017-05-22,65,47,56,-1.8,9,0,0.18,0,0
2017-05-23,68,45,56.5,-1.6,8,0,0.29,0,0
2017-05-24,68,47,57.5,-0.9,7,0,0,0,0
2017-05-25,M,M,M,M,M,M,S,M,M
2017-05-26,66,44,55,-4,10,0,1.25A,0,0
2017-05-27,66,48,57,-2.3,8,0,0,0,0
2017-05-28,63,42,52.5,-7.1,12,0,0,0,0
2017-05-29,57,45,51,-8.9,14,0,0.02,0,0
2017-05-30,57,44,50.5,-9.7,14,0,0.02,0,0
2017-05-31,68,50,59,-1.5,6,0,0.05,0,0
2017-06-01,75,47,61,0.2,4,0,0.27,0,0
2017-06-02,72,42,57,-4.1,8,0,0,0,0
2017-06-03,64,42,53,-8.4,12,0,0,0,0
2017-06-04,74,40,57,-4.7,8,0,0,0,0
2017-06-05,67,52,59.5,-2.5,5,0,0.3,0,0
2017-06-06,53,46,49.5,-12.8,15,0,0.71,0,0
2017-06-07,71,47,59,-3.6,6,0,0.55,0,0
2017-06-08,80,41,60.5,-2.5,4,0,0,0,0
2017-06-09,74,49,61.5,-1.8,3,0,0.01,0,0
2017-06-10,84,48,66,2.4,0,1,0,0,0
2017-06-11,91,56,73.5,9.6,0,9,0,0,0
2017-06-12,94,60,77,12.7,0,12,0,0,0
2017-06-13,91,62,76.5,11.9,0,12,0,0,0
2017-06-14,91,57,74,9.1,0,9,0,0,0
2017-06-15,71,44,57.5,-7.7,7,0,0,0,0
2017-06-16,65,55,60,-5.5,5,0,0.15,0,0
2017-06-17,70,54,62,-3.8,3,0,0.59,0,0
2017-06-18,86,60,73,6.9,0,8,0,0,0
2017-06-19,87,71,79,12.6,0,14,0,0,0
2017-06-20,83,66,74.5,7.8,0,10,0.28,0,0
2017-06-21,80,54,67,0,0,2,0,0,0
2017-06-22,81,50,65.5,-1.8,0,1,0,0,0
2017-06-23,79,60,69.5,1.9,0,5,0.03,0,0
2017-06-24,83,69,76,8.1,0,11,0.03,0,0
2017-06-25,82,53,67.5,-0.6,0,3,0,0,0
2017-06-26,79,53,66,-2.4,0,1,0.08,0,0
2017-06-27,77,50,63.5,-5.1,1,0,0,0,0
2017-06-28,75,45,60,-8.9,5,0,0.03,0,0
2017-06-29,76,48,62,-7.1,3,0,T,0,0
2017-06-30,81,58,69.5,0.2,0,5,0.04,0,0
2017-07-01,87,64,75.5,6,0,11,0.97,0,0
2017-07-02,87,68,77.5,7.8,0,13,T,0,0
2017-07-03,84,58,71,1.1,0,6,0,0,0
2017-07-04,81,52,66.5,-3.5,0,2,0,0,0
2017-07-05,M,M,M,M,M,M,0,0,0
2017-07-06,82,50,66,-4.4,0,1,0,0,0
2017-07-07,75,59,67,-3.5,0,2,0.12,0,0
2017-07-08,85,54,69.5,-1.1,0,5,0.52,0,0
2017-07-09,82,57,69.5,-1.2,0,5,0,0,0
2017-07-10,83,53,68,-2.8,0,3,0,0,0
2017-07-11,85,64,74.5,3.6,0,10,0.14,0,0
2017-07-12,86,59,72.5,1.5,0,8,0,0,0
2017-07-13,82,55,68.5,-2.6,0,4,0.58,0,0
2017-07-14,M,M,M,M,M,M,0,0,0
2017-07-15,M,M,M,M,M,M,0,0,0
2017-07-16,M,M,M,M,M,M,0,0,0
2017-07-17,86,53,69.5,-1.7,0,5,0,0,0
2017-07-18,82,61,71.5,0.2,0,7,0.02,0,0
2017-07-19,88,62,75,3.7,0,10,0.02,0,0
2017-07-20,89,62,75.5,4.2,0,11,0,0,0
2017-07-21,89,58,73.5,2.2,0,9,0,0,0
2017-07-22,88,65,76.5,5.2,0,12,0,0,0
2017-07-23,80,62,71,-0.2,0,6,0,0,0
2017-07-24,70,54,62,-9.2,3,0,0.63,0,0
2017-07-25,68,53,60.5,-10.7,4,0,0.02,0,0
2017-07-26,80,57,68.5,-2.7,0,4,0,0,0
2017-07-27,74,55,64.5,-6.6,0,0,0,0,0
2017-07-28,M,M,M,M,M,M,0,0,0
2017-07-29,83,56,69.5,-1.5,0,5,0,0,0
2017-07-30,77,50,63.5,-7.5,1,0,0,0,0
2017-07-31,88,47,67.5,-3.4,0,3,0,0,0
2017-08-01,89,58,73.5,2.7,0,9,0,0,0
2017-08-02,84,57,70.5,-0.3,0,6,0,0,0
2017-08-03,87,58,72.5,1.8,0,8,0,0,0
2017-08-04,85,61,73,2.4,0,8,0.09,0,0
2017-08-05,72,60,66,-4.5,0,1,0.03,0,0
2017-08-06,77,52,64.5,-6,0,0,0.01,0,0
2017-08-07,79,48,63.5,-6.9,1,0,0,0,0
2017-08-08,76,58,67,-3.3,0,2,0.79,0,0
2017-08-09,84,50,67,-3.2,0,2,0.01,0,0
2017-08-10,87,56,71.5,1.4,0,7,0,0,0
2017-08-11,81,57,69,-1,0,4,0,0,0
2017-08-12,76,61,68.5,-1.4,0,4,0.09,0,0
2017-08-13,83,60,71.5,1.7,0,7,T,0,0
2017-08-14,81,50,65.5,-4.2,0,1,0,0,0
2017-08-15,75,55,65,-4.6,0,0,0.04,0,0
2017-08-16,80,58,69,-0.5,0,4,0,0,0
2017-08-17,81,45,63,-6.3,2,0,0,0,0
2017-08-18,79,58,68.5,-0.7,0,4,0.72,0,0
2017-08-19,85,60,72.5,3.4,0,8,0.61,0,0
2017-08-20,80,59,69.5,0.6,0,5,0,0,0
2017-08-21,85,55,70,1.2,0,5,0,0,0
2017-08-22,88,58,73,4.4,0,8,0,0,0
2017-08-23,87,68,77.5,9,0,13,0.8,0,0
2017-08-24,77,49,63,-5.3,2,0,0,0,0
2017-08-25,77,56,66.5,-1.6,0,2,0,0,0
2017-08-26,73,42,57.5,-10.4,7,0,0,0,0
2017-08-27,73,43,58,-9.7,7,0,0,0,0
2017-08-28,74,43,58.5,-9,6,0,0,0,0
2017-08-29,70,43,56.5,-10.8,8,0,0,0,0
2017-08-30,72,54,63,-4.1,2,0,0,0,0
2017-08-31,74,43,58.5,-8.4,6,0,0,0,0
2017-09-01,70,46,58,-8.6,7,0,0,0,0
2017-09-02,M,M,M,M,M,M,0,0,0
2017-09-03,71,37,54,-12.1,11,0,0.25,0,0
2017-09-04,M,M,M,M,M,M,0.52,0,0
2017-09-05,84,51,67.5,1.9,0,3,0,0,0
2017-09-06,83,59,71,5.7,0,6,0.54,0,0
2017-09-07,73,57,65,0,0,0,0.72,0,0
2017-09-08,72,45,58.5,-6.2,6,0,0.05,0,0
2017-09-09,72,45,58.5,-5.9,6,0,0.1,0,0
2017-09-10,70,48,59,-5.1,6,0,0,0,0
2017-09-11,78,42,60,-3.7,5,0,0,0,0
2017-09-12,80,44,62,-1.4,3,0,0,0,0
2017-09-13,80,47,63.5,0.5,1,0,0,0,0
2017-09-14,82,55,68.5,5.8,0,4,0.04,0,0
2017-09-15,78,63,70.5,8.2,0,6,0.97,0,0
2017-09-16,77,63,70,8.1,0,5,0.01,0,0
2017-09-17,79,59,69,7.5,0,4,0.01,0,0
2017-09-18,69,59,64,2.9,1,0,0.01,0,0
2017-09-19,66,59,62.5,1.8,2,0,0.03,0,0
2017-09-20,72,63,67.5,7.2,0,3,0.06,0,0
2017-09-21,M,M,M,M,M,M,0,0,0
2017-09-22,70,57,63.5,4,1,0,0,0,0
2017-09-23,82,58,70,10.9,0,5,0,0,0
2017-09-24,87,56,71.5,12.8,0,7,0,0,0
2017-09-25,85,59,72,13.7,0,7,0,0,0
2017-09-26,86,56,71,13.1,0,6,0,0,0
2017-09-27,87,57,72,14.6,0,7,0,0,0
2017-09-28,83,60,71.5,14.5,0,7,0,0,0
2017-09-29,M,M,M,M,M,M,0,0,0
2017-09-30,64,37,50.5,-5.7,14,0,0.17,0,0
2017-10-01,64,32,48,-7.8,17,0,T,0,0
2017-10-02,68,33,50.5,-4.8,14,0,0,0,0
2017-10-03,67,39,53,-1.9,12,0,0,0,0
2017-10-04,76,39,57.5,3,7,0,0,0,0
2017-10-05,77,52,64.5,10.4,0,0,0,0,0
2017-10-06,74,43,58.5,4.8,6,0,0.02,0,0
2017-10-07,70,50,60,6.8,5,0,0,0,0
2017-10-08,76,59,67.5,14.7,0,3,0.2,0,0
2017-10-09,75,59,67,14.6,0,2,0.93,0,0
2017-10-10,75,61,68,16,0,3,0.04,0,0
2017-10-11,73,47,60,8.4,5,0,0,0,0
2017-10-12,51,36,43.5,-7.7,21,0,0.01,0,0
2017-10-13,60,29,44.5,-6.4,20,0,0,0,0
2017-10-14,73,45,59,8.5,6,0,T,0,0
2017-10-15,74,51,62.5,12.4,2,0,0.01,0,0
2017-10-16,71,49,60,10.3,5,0,0,0,0
2017-10-17,49,25,37,-12.3,28,0,0,0,0
2017-10-18,60,27,43.5,-5.5,21,0,0,0,0
2017-10-19,63,29,46,-2.6,19,0,0,0,0
2017-10-20,68,37,52.5,4.3,12,0,0,0,0
2017-10-21,74,33,53.5,5.6,11,0,0,0,0
2017-10-22,64,42,53,5.5,12,0,0,0,0
2017-10-23,61,48,54.5,7.3,10,0,0,0,0
2017-10-24,66,51,58.5,11.7,6,0,0.03,0,0
2017-10-25,64,50,57,10.5,8,0,S,0,0
2017-10-26,56,53,54.5,8.4,10,0,2.19A,0,0
2017-10-27,56,36,46,0.2,19,0,0.16,0,0
2017-10-28,61,25,43,-2.4,22,0,0.01,0,0
2017-10-29,56,43,49.5,4.4,15,0,0.05,0,0
2017-10-30,64,50,57,12.2,8,0,2.37,0,0
2017-10-31,58,33,45.5,1.1,19,0,0.01,0,0
2018-03-01,59,30,44.5,14.9,20,0,0,0,0
2018-03-02,53,31,42,12.1,23,0,0.52,T,0
2018-03-03,45,34,39.5,9.3,25,0,T,0,0
2018-03-04,43,35,39,8.6,26,0,0,0,0
2018-03-05,42,28,35,4.3,30,0,0.02,T,0
2018-03-06,39,28,33.5,2.5,31,0,0,0,0
2018-03-07,34,30,32,0.7,33,0,T,T,0
2018-03-08,32,14,23,-8.6,42,0,0.69,12.4,12
2018-03-09,33,12,22.5,-9.4,42,0,T,T,12
2018-03-10,37,26,31.5,-0.7,33,0,0,0,10
2018-03-11,42,28,35,2.5,30,0,0,0,8
2018-03-12,40,17,28.5,-4.3,36,0,0,0,6
2018-03-13,36,25,30.5,-2.7,34,0,S,M,M
2018-03-14,36,26,31,-2.5,34,0,0.70A,8.9,9
2018-03-15,40,29,34.5,0.7,30,0,0,0,7
2018-03-16,38,26,32,-2.1,33,0,0,0,6
2018-03-17,34,21,27.5,-7,37,0,0,0,6
2018-03-18,25,3,14,-20.8,51,0,0,0,6
2018-03-19,30,13,21.5,-13.6,43,0,0,0,6
2018-03-20,42,15,28.5,-7,36,0,0,0,5
2018-03-21,42,22,32,-3.8,33,0,0,0,5
2018-03-22,43,28,35.5,-0.7,29,0,0.01,T,4
2018-03-23,45,M,M,M,M,M,0,0,2
2018-03-24,44,29,36.5,-0.4,28,0,0,0,2
2018-03-25,36,29,32.5,-4.8,32,0,0,0,2
2018-03-26,41,23,32,-5.7,33,0,0,0,2
2018-03-27,45,18,31.5,-6.5,33,0,0,0,T
2018-03-28,54,31,42.5,4.1,22,0,0,0,T
2018-03-29,52,26,39,0.2,26,0,0,0,0
2018-03-30,52,38,45,5.8,20,0,0.1,0,0
2018-03-31,54,34,44,4.4,21,0,0.02,0,0
2018-04-01,55,38,46.5,6.5,18,0,0,0,0
2018-04-02,46,27,36.5,-3.9,28,0,0.04,0,0
2018-04-03,48,23,35.5,-5.3,29,0,0,0,0
2018-04-04,40,35,37.5,-3.7,27,0,0.49,0,0
2018-04-05,44,24,34,-7.6,31,0,0.18,0,0
2018-04-06,39,17,28,-14,37,0,0,0,0
2018-04-07,45,32,38.5,-3.9,26,0,0.3,T,0
2018-04-08,45,23,34,-8.9,31,0,0,0,0
2018-04-09,42,25,33.5,-9.8,31,0,0,0,0
2018-04-10,42,25,33.5,-10.2,31,0,0.01,0,0
2018-04-11,48,21,34.5,-9.6,30,0,0,0,0
2018-04-12,54,24,39,-5.5,26,0,0,0,0
2018-04-13,58,32,45,0.1,20,0,0.17,0,0
2018-04-14,59,38,48.5,3.2,16,0,0,0,0
2018-04-15,40,25,32.5,-13.2,32,0,0.09,0.1,T
2018-04-16,40,26,33,-13.1,32,0,0.57,0,0
2018-04-17,48,35,41.5,-5,23,0,1.69,0,0
2018-04-18,53,29,41,-5.9,24,0,0.01,0,0
2018-04-19,45,32,38.5,-8.8,26,0,0.12,0,0
2018-04-20,50,33,41.5,-6.2,23,0,0.01,0,0
2018-04-21,56,33,44.5,-3.6,20,0,0,0,0
2018-04-22,59,27,43,-5.5,22,0,0,0,0
2018-04-23,64,25,44.5,-4.4,20,0,0,0,0
2018-04-24,71,28,49.5,0.2,15,0,0,0,0
2018-04-25,70,45,57.5,7.9,7,0,0.3,0,0
2018-04-26,66,46,56,6,9,0,1.05,0,0
2018-04-27,64,36,50,-0.4,15,0,0.16,0,0
2018-04-28,67,44,55.5,4.8,9,0,0.09,0,0
2018-04-29,59,41,50,-1,15,0,0.21,0,0
2018-04-30,49,31,40,-11.4,25,0,0.01,0,0
2018-05-01,65,31,48,-3.7,17,0,0.05,0,0
2018-05-02,88,42,65,13,0,0,0,0,0
2018-05-03,87,56,71.5,19.1,0,7,T,0,0
2018-05-04,76,56,66,13.3,0,1,0,0,0
2018-05-05,73,53,63,10,2,0,0,0,0
2018-05-06,73,47,60,6.7,5,0,0.12,0,0
2018-05-07,67,45,56,2.4,9,0,0.08,0,0
2018-05-08,67,38,52.5,-1.4,12,0,T,0,0
2018-05-09,66,38,52,-2.2,13,0,0,0,0
2018-05-10,63,43,53,-1.5,12,0,0,0,0
2018-05-11,64,49,56.5,1.7,8,0,0,0,0
2018-05-12,61,34,47.5,-7.6,17,0,0.01,0,0
2018-05-13,62,31,46.5,-8.8,18,0,T,0,0
2018-05-14,73,44,58.5,2.9,6,0,0,0,0
2018-05-15,84,48,66,10.1,0,1,0.02,0,0
2018-05-16,77,45,61,4.8,4,0,0.1,0,0
2018-05-17,74,43,58.5,2,6,0,0.01,0,0
2018-05-18,70,49,59.5,2.8,5,0,0,0,0
2018-05-19,58,32,45,-12,20,0,T,0,0
2018-05-20,76,47,61.5,4.2,3,0,0.32,0,0
2018-05-21,77,42,59.5,1.9,5,0,0,0,0
2018-05-22,78,43,60.5,2.7,4,0,0.09,0,0
2018-05-23,82,50,66,7.9,0,1,0.01,0,0
2018-05-24,82,44,63,4.6,2,0,0,0,0
2018-05-25,88,44,66,7.3,0,1,0,0,0
2018-05-26,87,59,73,14,0,8,0,0,0
2018-05-27,74,50,62,2.7,3,0,0.61,0,0
2018-05-28,59,45,52,-7.6,13,0,0.08,0,0
2018-05-29,86,47,66.5,6.6,0,2,0,0,0
2018-05-30,82,51,66.5,6.3,0,2,0,0,0
2018-05-31,81,43,62,1.5,3,0,0,0,0
2018-06-01,80,64,72,11.2,0,7,0.01,0,0
2018-06-02,82,62,72,10.9,0,7,T,0,0
2018-06-03,80,46,63,1.6,2,0,0,0,0
2018-06-04,59,44,51.5,-10.2,13,0,0.34,0,0
2018-06-05,55,44,49.5,-12.5,15,0,0.15,0,0
2018-06-06,66,48,57,-5.3,8,0,0.9,0,0
2018-06-07,69,43,56,-6.6,9,0,0,0,0
2018-06-08,78,49,63.5,0.5,1,0,0,0,0
2018-06-09,79,43,61,-2.3,4,0,0,0,0
2018-06-10,74,44,59,-4.6,6,0,0,0,0
2018-06-11,67,47,57,-6.9,8,0,0,0,0
2018-06-12,82,39,60.5,-3.8,4,0,0,0,0
2018-06-13,81,52,66.5,1.9,0,2,0.02,0,0
2018-06-14,73,61,67,2.1,0,2,0.05,0,0
2018-06-15,69,50,59.5,-5.7,5,0,0.06,0,0
2018-06-16,84,48,66,0.5,0,1,0,0,0
2018-06-17,82,45,63.5,-2.3,1,0,0,0,0
2018-06-18,87,51,69,2.9,0,4,0,0,0
2018-06-19,88,68,78,11.6,0,13,0.43,0,0
2018-06-20,81,46,63.5,-3.2,1,0,0,0,0
2018-06-21,78,53,65.5,-1.5,0,1,0,0,0
2018-06-22,73,50,61.5,-5.8,3,0,0,0,0
2018-06-23,69,50,59.5,-8.1,5,0,0.01,0,0
2018-06-24,77,52,64.5,-3.4,0,0,T,0,0
2018-06-25,75,58,66.5,-1.6,0,2,0.72,0,0
2018-06-26,78,44,61,-7.4,4,0,0,0,0
2018-06-27,78,51,64.5,-4.1,0,0,0,0,0
2018-06-28,74,59,66.5,-2.4,0,2,0.67,0,0
2018-06-29,89,60,74.5,5.4,0,10,0.02,0,0
2018-06-30,90,61,75.5,6.2,0,11,0,0,0
2018-07-01,91,67,79,9.5,0,14,0,0,0
2018-07-02,83,65,74,4.3,0,9,0,0,0
2018-07-03,95,62,78.5,8.6,0,14,0.02,0,0
2018-07-04,91,63,77,7,0,12,0,0,0
2018-07-05,92,62,77,6.8,0,12,0,0,0
2018-07-06,85,58,71.5,1.1,0,7,0.04,0,0
2018-07-07,79,48,63.5,-7,1,0,0,0,0
2018-07-08,84,50,67,-3.6,0,2,0,0,0
2018-07-09,89,56,72.5,1.8,0,8,0,0,0
2018-07-10,92,60,76,5.2,0,11,0,0,0
2018-07-11,80,56,68,-2.9,0,3,0,0,0
2018-07-12,79,56,67.5,-3.5,0,3,0,0,0
2018-07-13,79,54,66.5,-4.6,0,2,0,0,0
2018-07-14,77,55,66,-5.1,0,1,0,0,0
2018-07-15,78,62,70,-1.2,0,5,0.58,0,0
2018-07-16,82,59,70.5,-0.7,0,6,0,0,0
2018-07-17,86,67,76.5,5.3,0,12,2.06,0,0
2018-07-18,82,53,67.5,-3.8,0,3,0,0,0
2018-07-19,79,49,64,-7.3,1,0,0,0,0
2018-07-20,83,51,67,-4.3,0,2,0,0,0
2018-07-21,76,52,64,-7.3,1,0,0,0,0
2018-07-22,74,59,66.5,-4.8,0,2,0.39,0,0
2018-07-23,82,69,75.5,4.3,0,11,0.39,0,0
2018-07-24,83,69,76,4.8,0,11,0,0,0
2018-07-25,82,69,75.5,4.3,0,11,T,0,0
2018-07-26,81,69,75,3.8,0,10,0.78,0,0
2018-07-27,89,61,75,3.9,0,10,T,0,0
2018-07-28,87,64,75.5,4.4,0,11,0.12,0,0
2018-07-29,82,61,71.5,0.5,0,7,1.5,0,0
2018-07-30,82,57,69.5,-1.5,0,5,0,0,0
2018-07-31,85,61,73,2.1,0,8,0,0,0
2018-08-01,81,59,70,-0.8,0,5,T,0,0
2018-08-02,91,66,78.5,7.7,0,14,0.11,0,0
2018-08-03,89,69,79,8.3,0,14,0.85,0,0
2018-08-04,78,66,72,1.4,0,7,1.81,0,0
2018-08-05,89,66,77.5,7,0,13,T,0,0
2018-08-06,92,63,77.5,7,0,13,0,0,0
2018-08-07,93,67,80,9.6,0,15,0,0,0
2018-08-08,89,68,78.5,8.2,0,14,0.07,0,0
2018-08-09,86,70,78,7.8,0,13,0.09,0,0
2018-08-10,85,63,74,3.9,0,9,0,0,0
2018-08-11,81,59,70,0,0,5,0.11,0,0
2018-08-12,81,59,70,0.1,0,5,0.58,0,0
2018-08-13,73,65,69,-0.8,0,4,0.02,0,0
2018-08-14,77,64,70.5,0.8,0,6,0.15,0,0
2018-08-15,86,64,75,5.4,0,10,1.05,0,0
2018-08-16,85,66,75.5,6,0,11,0,0,0
2018-08-17,82,61,71.5,2.2,0,7,0.04,0,0
2018-08-18,80,67,73.5,4.3,0,9,0.29,0,0
2018-08-19,78,59,68.5,-0.6,0,4,0.21,0,0
2018-08-20,74,59,66.5,-2.4,0,2,0,0,0
2018-08-21,72,52,62,-6.8,3,0,0,0,0
2018-08-22,78,59,68.5,-0.1,0,4,0.95,0,0
2018-08-23,78,59,68.5,0,0,4,0.01,0,0
2018-08-24,83,48,65.5,-2.8,0,1,0,0,0
2018-08-25,83,54,68.5,0.4,0,4,0,0,0
2018-08-26,82,54,68,0.1,0,3,0,0,0
2018-08-27,86,62,74,6.3,0,9,0,0,0
2018-08-28,92,66,79,11.5,0,14,0,0,0
2018-08-29,93,68,80.5,13.2,0,16,0,0,0
2018-08-30,91,69,80,12.9,0,15,0,0,0
2018-08-31,80,57,68.5,1.6,0,4,0,0,0
2018-09-01,70,50,60,-6.6,5,0,0,0,0
2018-09-02,81,56,68.5,2.1,0,4,0,0,0
2018-09-03,92,63,77.5,11.4,0,13,0,0,0
2018-09-04,91,67,79,13.1,0,14,0,0,0
2018-09-05,89,62,75.5,9.9,0,11,0,0,0
2018-09-06,92,69,80.5,15.2,0,16,0.5,0,0
2018-09-07,74,59,66.5,1.5,0,2,0.01,0,0
2018-09-08,70,54,62,-2.7,3,0,0,0,0
2018-09-09,63,47,55,-9.4,10,0,0,0,0
2018-09-10,64,47,55.5,-8.6,9,0,0,0,0
2018-09-11,76,58,67,3.3,0,2,1.34,0,0
2018-09-12,72,64,68,4.6,0,3,0.05,0,0
2018-09-13,74,63,68.5,5.5,0,4,0.04,0,0
2018-09-14,77,55,66,3.3,0,1,0.01,0,0
2018-09-15,77,55,66,3.7,0,1,0.01,0,0
2018-09-16,85,55,70,8.1,0,5,T,0,0
2018-09-17,84,58,71,9.5,0,6,0,0,0
2018-09-18,77,65,71,9.9,0,6,2.01,0,0
2018-09-19,75,57,66,5.3,0,1,T,0,0
2018-09-20,62,54,58,-2.3,7,0,T,0,0
2018-09-21,67,54,60.5,0.6,4,0,0,0,0
2018-09-22,69,61,65,5.5,0,0,T,0,0
2018-09-23,66,44,55,-4.1,10,0,0,0,0
2018-09-24,58,45,51.5,-7.2,13,0,0,0,0
2018-09-25,59,41,50,-8.3,15,0,0.41,0,0
2018-09-26,81,58,69.5,11.6,0,5,0.64,0,0
2018-09-27,80,55,67.5,10.1,0,3,0.49,0,0
2018-09-28,69,53,61,4,4,0,0.04,0,0
2018-09-29,69,44,56.5,-0.1,8,0,0,0,0
2018-09-30,66,40,53,-3.2,12,0,0,0,0
2018-10-01,66,46,56,0.2,9,0,0.19,0,0
2018-10-02,53,50,51.5,-3.8,13,0,0.3,0,0
2018-10-03,60,48,54,-0.9,11,0,0.39,0,0
2018-10-04,70,53,61.5,7,3,0,0,0,0
2018-10-05,69,47,58,3.9,7,0,0,0,0
2018-10-06,59,40,49.5,-4.2,15,0,0,0,0
2018-10-07,69,54,61.5,8.3,3,0,T,0,0
2018-10-08,59,47,53,0.2,12,0,T,0,0
2018-10-09,79,47,63,10.6,2,0,T,0,0
2018-10-10,83,61,72,20,0,7,0,0,0
2018-10-11,81,52,66.5,14.9,0,2,0.64,0,0
2018-10-12,58,51,54.5,3.3,10,0,0.12,0,0
2018-10-13,55,40,47.5,-3.4,17,0,0.16,0,0
2018-10-14,57,29,43,-7.5,22,0,0,0,0
2018-10-15,55,30,42.5,-7.6,22,0,0.09,0,0
2018-10-16,61,42,51.5,1.8,13,0,0.21,0,0
2018-10-17,58,30,44,-5.3,21,0,0.03,0,0
2018-10-18,46,32,39,-10,26,0,0.02,0,0
2018-10-19,57,22,39.5,-9.1,25,0,T,0,0
2018-10-20,62,36,49,0.8,16,0,0,0,0
2018-10-21,46,34,40,-7.9,25,0,0,0,0
2018-10-22,48,25,36.5,-11,28,0,0,0,0
2018-10-23,53,36,44.5,-2.7,20,0,0,0,0
2018-10-24,51,36,43.5,-3.3,21,0,0.52,0,0
2018-10-25,46,27,36.5,-10,28,0,T,0,0
2018-10-26,46,27,36.5,-9.6,28,0,0,0,0
2018-10-27,45,31,38,-7.8,27,0,0.89,0,0
2018-10-28,46,37,41.5,-3.9,23,0,0.13,0,0
2018-10-29,50,39,44.5,-0.6,20,0,0.48,0,0
2018-10-30,50,32,41,-3.8,24,0,0,0,0
2018-10-31,46,22,34,-10.4,31,0,0,0,0
2019-03-01,37,-1,18,-11.6,47,0,0,0,1
2019-03-02,35,16,25.5,-4.4,39,0,0.02,T,1
2019-03-03,43,11,27,-3.2,38,0,0,0,1
2019-03-04,37,30,33.5,3.1,31,0,0.46,5.5,7
2019-03-05,32,8,20,-10.7,45,0,0,0,7
2019-03-06,23,2,12.5,-18.5,52,0,0,0,7
2019-03-07,24,-10,7,-24.3,58,0,0,0,7
2019-03-08,35,-4,15.5,-16.1,49,0,0,0,6
2019-03-09,45,5,25,-6.9,40,0,0,0,4
2019-03-10,36,18,27,-5.2,38,0,0.68,3.5,5
2019-03-11,46,31,38.5,6,26,0,0,0,4
2019-03-12,44,30,37,4.2,28,0,0,0,4
2019-03-13,42,15,28.5,-4.7,36,0,0,0,4
2019-03-14,44,28,36,2.5,29,0,0,0,4
2019-03-15,60,30,45,11.2,20,0,0,0,1
2019-03-16,61,40,50.5,16.4,14,0,0.08,0,0
2019-03-17,41,26,33.5,-1,31,0,0,0,0
2019-03-18,39,16,27.5,-7.3,37,0,0,0,0
2019-03-19,43,15,29,-6.1,36,0,0,0,0
2019-03-20,49,14,31.5,-4,33,0,0,0,0
2019-03-21,49,21,35,-0.8,30,0,0,0,0
2019-03-22,45,34,39.5,3.3,25,0,0.27,0,0
2019-03-23,44,34,39,2.4,26,0,T,0,0
2019-03-24,56,26,41,4.1,24,0,0,0,0
2019-03-25,55,32,43.5,6.2,21,0,0,0,0
2019-03-26,45,13,29,-8.7,36,0,0,0,0
2019-03-27,45,14,29.5,-8.5,35,0,0,0,0
2019-03-28,55,19,37,-1.4,28,0,0,0,0
2019-03-29,55,41,48,9.2,17,0,0.11,0,0
2019-03-30,53,33,43,3.8,22,0,0.07,0,0
2019-03-31,67,39,53,13.4,12,0,0.14,0,0
2019-04-01,47,32,39.5,-0.5,25,0,0.04,0,0
2019-04-02,50,15,32.5,-7.9,32,0,0,0,0
2019-04-03,59,34,46.5,5.7,18,0,0.08,0,0
2019-04-04,59,30,44.5,3.3,20,0,0,0,0
2019-04-05,47,24,35.5,-6.1,29,0,0,0,0
2019-04-06,60,32,46,4,19,0,0.23,0,0
2019-04-07,64,30,47,4.6,18,0,0,0,0
2019-04-08,63,33,48,5.1,17,0,0.42,0,0
2019-04-09,36,29,32.5,-10.8,32,0,0.02,T,0
2019-04-10,43,30,36.5,-7.2,28,0,0.18,0,0
2019-04-11,52,26,39,-5.1,26,0,0.01,0,0
2019-04-12,52,26,39,-5.5,26,0,0,0,0
2019-04-13,75,43,59,14.1,6,0,0.19,0,0
2019-04-14,74,43,58.5,13.2,6,0,0,0,0
2019-04-15,59,43,51,5.3,14,0,1.03,0,0
2019-04-16,54,38,46,-0.1,19,0,0.01,0,0
2019-04-17,61,28,44.5,-2,20,0,0,0,0
2019-04-18,58,25,41.5,-5.4,23,0,0,0,0
2019-04-19,77,41,59,11.7,6,0,0.02,0,0
2019-04-20,76,63,69.5,21.8,0,5,0.2,0,0
2019-04-21,63,53,58,9.9,7,0,0,0,0
2019-04-22,64,46,55,6.5,10,0,0,0,0
2019-04-23,54,47,50.5,1.6,14,0,0,0,0
2019-04-24,61,43,52,2.7,13,0,0.89,0,0
2019-04-25,60,34,47,-2.6,18,0,0.01,0,0
2019-04-26,55,39,47,-3,18,0,0.11,0,0
